"task_id","track_id","title","source_file","rerun_ledger_status","latest_verification","verified_at","verification_class","graph_live_addon","depends_on","write_scopes","verification_record"
"10.T10.7","10","Audit four-scale Cl(4,2) one-algebra identity in `kernel.rs`","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/10-kernel-bridge-profile-contract.md","done","PASS","2026-07-10T12:16:09.793Z","K","","10.T10.6",".omx/** | Idea/Bimba/Seeds/M/Legacy/plans/** | Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/10-kernel-bridge-profile-contract.md | Idea/Bimba/Seeds/S/Legacy/plans/**","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/10.T10.7.md"
"10.T10.8","10","Update contract preflight blocker list after 10.2 lands","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/10-kernel-bridge-profile-contract.md","done","PASS","2026-07-10T12:17:21.239Z","K","","10.T10.7",".omx/** | Idea/Bimba/Seeds/M/Legacy/plans/** | Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/10-kernel-bridge-profile-contract.md | Idea/Bimba/Seeds/S/Legacy/plans/**","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/10.T10.8.md"
"10.T10.9","10","Correction: `dataset_lut_state` / `m3_codec_provenance` host struct","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/10-kernel-bridge-profile-contract.md","done","PASS","2026-07-10T12:19:24.879Z","K","","10.T10.8",".omx/** | Idea/Bimba/Seeds/M/Legacy/plans/** | Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/10-kernel-bridge-profile-contract.md | Idea/Bimba/Seeds/S/Legacy/plans/**","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/10.T10.9.md"
"10.T10.10","10","Surface M1-2 ananda vortex state through the profile bus","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/10-kernel-bridge-profile-contract.md","done","PASS","2026-07-10T11:27:34.184Z","K","","10.T10.1",".omx/** | Idea/Bimba/Seeds/M/Legacy/plans/** | Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/10-kernel-bridge-profile-contract.md | Idea/Bimba/Seeds/S/Legacy/plans/**","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/10.T10.10.md"
"11.T11.0","11","Electron target package parity gate","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/11-theia-shell-surface-hosting.md","done","PASS","2026-07-10T23:11:56.588Z","UF","","00.T3","Idea/Bimba/Seeds/M/Legacy/plans/** | Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/11-theia-shell-surface-hosting.md | Idea/Bimba/Seeds/S/Legacy/plans/**","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/11.T11.0.md"
"11.T11.1","11","Shell-0/Shell-1/4+2/`/` separation reading (clarification, not contradiction)","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/11-theia-shell-surface-hosting.md","done","PASS","2026-07-15T10:17:23.257Z","UF","","11.T11.0","Idea/Bimba/Seeds/M/Legacy/plans/** | Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/11-theia-shell-surface-hosting.md | Idea/Bimba/Seeds/S/Legacy/plans/**","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/11.T11.1.md"
"11.T11.2","11","Cross-layout intent routing T5 promotion","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/11-theia-shell-surface-hosting.md","done","PASS","2026-07-16T12:20:58.636Z","UF","","11.T11.12","Idea/Bimba/Seeds/M/Legacy/plans/** | Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/11-theia-shell-surface-hosting.md | Idea/Bimba/Seeds/S/Legacy/plans/**","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/11.T11.2.md"
"11.T11.3","11","Daily-layer widget ownership trace + ORPHAN closure","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/11-theia-shell-surface-hosting.md","done","PASS","2026-07-16T12:43:07.002Z","UF","","11.T11.2","Body/M/pratibimba-app/src/ui/dailySurfaceOwnership.ts | Idea/Bimba/Seeds/M/Legacy/plans/** | Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/11-theia-shell-surface-hosting.md | Idea/Bimba/Seeds/S/Legacy/plans/**","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/11.T11.3.md"
"11.T11.4","11","`smart-connections-sidebar` layout-claim code-pending marker","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/11-theia-shell-surface-hosting.md","done","PASS","2026-07-16T12:56:41.203Z","UF","","11.T11.3","Body/M/epi-theia/extensions/MIGRATION-SOURCES.md | Body/M/pratibimba-app/src/ui/layoutClaims.ts | Idea/Bimba/Seeds/M/Legacy/plans/** | Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/11-theia-shell-surface-hosting.md | Idea/Bimba/Seeds/S/Legacy/plans/**","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/11.T11.4.md"
"11.T11.5","11","Forbidden-direct-import lint enforcement against six M-extension source trees","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/11-theia-shell-surface-hosting.md","done","PASS","2026-07-16T13:08:07.312Z","UF","","11.T11.4","Body/M/pratibimba-app/scripts/lint-import-boundaries.mjs | Idea/Bimba/Seeds/M/Legacy/plans/** | Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/11-theia-shell-surface-hosting.md | Idea/Bimba/Seeds/S/Legacy/plans/**","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/11.T11.5.md"
"11.T11.6","11","Acceptance-harness cross-layout state-identity preservation assertion","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/11-theia-shell-surface-hosting.md","done","REFUSED","2026-08-02T10:04:44.091Z","UF","","11.T11.5","Body/M/pratibimba-app | Idea/Bimba/Seeds/M/Legacy/plans/** | Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/11-theia-shell-surface-hosting.md | Idea/Bimba/Seeds/S/Legacy/plans/**","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/11.T11.6.md"
"11.T11.7","11","Spec-side stale `Tauri implementation` wording audit","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/11-theia-shell-surface-hosting.md","done","REFUSED","2026-08-02T10:04:44.092Z","UF","","11.T11.6","Idea/Bimba/Seeds/M/Legacy/plans/** | Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/11-theia-shell-surface-hosting.md | Idea/Bimba/Seeds/S/Legacy/plans/**","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/11.T11.7.md"
"11.T11.8","11","Integrated-plugin readiness gate against Wave-A profile-field pending markers","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/11-theia-shell-surface-hosting.md","done","PASS","2026-07-17T11:28:59.605Z","UF","","11.T11.7","Idea/Bimba/Seeds/M/Legacy/plans/** | Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/11-theia-shell-surface-hosting.md | Idea/Bimba/Seeds/S/Legacy/plans/**","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/11.T11.8.md"
"11.T11.9","11","Surface → extension → contract closure ledger","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/11-theia-shell-surface-hosting.md","done","PASS","2026-07-17T11:28:59.607Z","UF","","11.T11.8","Idea/Bimba/Seeds/M/Legacy/plans/** | Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/11-theia-shell-surface-hosting.md | Idea/Bimba/Seeds/S/Legacy/plans/**","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/11.T11.9.md"
"11.T11.10","11","Theia canvas-as-input port for M4-Nara: Tiptap mount + Inversify HighlightService + HighlightMark port","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/11-theia-shell-surface-hosting.md","done","PASS","2026-07-16T10:44:23.035Z","UF","","11.T11.1","Idea/Bimba/Seeds/M/Legacy/plans/** | Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/11-theia-shell-surface-hosting.md | Idea/Bimba/Seeds/S/Legacy/plans/**","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/11.T11.10.md"
"11.T11.11","11","Agent inscription highlight categories + visual register","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/11-theia-shell-surface-hosting.md","done","PASS","2026-07-16T10:51:36.325Z","UF","","11.T11.10","Idea/Bimba/Seeds/M/Legacy/plans/** | Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/11-theia-shell-surface-hosting.md | Idea/Bimba/Seeds/S/Legacy/plans/**","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/11.T11.11.md"
"11.T11.12","11","Ambient state strip + Tuning bar widgets on m4-nara surface","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/11-theia-shell-surface-hosting.md","done","PASS","2026-07-16T11:01:17.419Z","UF","","11.T11.11","Idea/Bimba/Seeds/M/Legacy/plans/** | Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/11-theia-shell-surface-hosting.md | Idea/Bimba/Seeds/S/Legacy/plans/**","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/11.T11.12.md"
"12.T12.01","12","Terminal session-safety inventory and binding contract","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/12-agentic-layer-s4-s5.md","done","PASS","2026-07-07T19:42:03.425Z","W","","00.T3","Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/12-agentic-layer-s4-s5.md","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/12.T12.01.md"
"12.T12.02","12","Gateway session record terminal binding fields","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/12-agentic-layer-s4-s5.md","done","PASS","2026-07-07T20:41:37.105Z","W","","12.T12.01","Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/12-agentic-layer-s4-s5.md","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/12.T12.02.md"
"12.T12.03","12","`epi agent --persist` launches real Pi inside tmux with session lease","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/12-agentic-layer-s4-s5.md","done","PASS","2026-07-07T20:45:59.884Z","W","","12.T12.02","Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/12-agentic-layer-s4-s5.md","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/12.T12.03.md"
"12.T12.04","12","Subagent/team/chain terminal authority propagation and stop semantics","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/12-agentic-layer-s4-s5.md","done","PASS","2026-07-07T20:48:02.654Z","W","","12.T12.03","Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/12-agentic-layer-s4-s5.md","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/12.T12.04.md"
"12.T12.05","12","Gateway, Redis, SpaceTimeDB, and portal terminal projection","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/12-agentic-layer-s4-s5.md","done","PASS","2026-07-07T20:48:26.501Z","W","","12.T12.04","Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/12-agentic-layer-s4-s5.md","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/12.T12.05.md"
"12.T12.06","12","Pleroma-Techne terminal tools replace stale direct cmux patch paths","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/12-agentic-layer-s4-s5.md","done","PASS","2026-07-07T20:48:50.350Z","W","","12.T12.05","Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/12-agentic-layer-s4-s5.md","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/12.T12.06.md"
"12.T12.07","12","Pi-runtime monitor / OmniPanel terminal observability","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/12-agentic-layer-s4-s5.md","done","PASS","2026-07-07T20:49:15.233Z","W","","12.T12.06","Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/12-agentic-layer-s4-s5.md","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/12.T12.07.md"
"12.T12.08","12","End-to-end terminal session safety acceptance harness","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/12-agentic-layer-s4-s5.md","done","PASS","2026-07-07T20:49:38.685Z","W","","12.T12.07","Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/12-agentic-layer-s4-s5.md","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/12.T12.08.md"
"12.T12.1","12","Pi + Anima + subagents architecture audit (replaces ACR-actor parity)","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/12-agentic-layer-s4-s5.md","done","PASS","2026-07-07T21:02:43.250Z","W","","12.T12.08","Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/12-agentic-layer-s4-s5.md","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/12.T12.1.md"
"12.T12.2","12","`s5'.gnostic.*` gateway-endpoint registration as ONE-substrate scope","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/12-agentic-layer-s4-s5.md","done","PASS","2026-07-14T18:17:31.601Z","W","","12.T12.19","Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/12-agentic-layer-s4-s5.md","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/12.T12.2.md"
"12.T12.3","12","`constitutional_agents` array audit and disposition","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/12-agentic-layer-s4-s5.md","done","PASS","2026-07-17T11:28:59.607Z","W","","12.T12.29","Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/12-agentic-layer-s4-s5.md","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/12.T12.3.md"
"12.T12.4","12","Recursive-self-review gate (relocated from ACR to Pi)","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/12-agentic-layer-s4-s5.md","done","PASS","2026-07-18T06:55:25.692Z","W","","12.T12.38","Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/12-agentic-layer-s4-s5.md","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/12.T12.4.md"
"12.T12.5","12","Six operational-capacity views (audit; possibly Pi-monitoring repurpose)","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/12-agentic-layer-s4-s5.md","done","PASS","2026-07-18T06:55:25.692Z","W","","12.T12.4","Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/12-agentic-layer-s4-s5.md","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/12.T12.5.md"
"12.T12.6","12","`MediatedRunEvidencePacket` field-parity closure","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/12-agentic-layer-s4-s5.md","done","PASS","2026-07-18T06:55:25.692Z","W","","12.T12.5","Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/12-agentic-layer-s4-s5.md","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/12.T12.6.md"
"12.T12.7","12","Pi axiom-translation tooling (DR-B-2 land)","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/12-agentic-layer-s4-s5.md","done","PASS","2026-07-18T06:55:25.692Z","W","","12.T12.6","Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/12-agentic-layer-s4-s5.md","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/12.T12.7.md"
"12.T12.8","12","DEPRECATED","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/12-agentic-layer-s4-s5.md","done","PASS","2026-07-16T02:16:41.131Z","W","","","Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/12-agentic-layer-s4-s5.md","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/12.T12.8.md"
"12.T12.9","12","Gateway handler audit for `dispatch_moirai_night_pass` + Aletheia Möbius routing","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/12-agentic-layer-s4-s5.md","done","PASS","2026-07-18T06:55:25.692Z","W","","12.T12.7","Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/12-agentic-layer-s4-s5.md","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/12.T12.9.md"
"12.T12.10","12","Capability-parity live-assertion wiring (Pi gateway)","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/12-agentic-layer-s4-s5.md","done","PASS","2026-07-07T22:36:41.335Z","W","","12.T12.1","Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/12-agentic-layer-s4-s5.md","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/12.T12.10.md"
"12.T12.11","12","TillDone substrate residency confirmation","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/12-agentic-layer-s4-s5.md","done","PASS","2026-07-07T22:37:56.989Z","W","","12.T12.10","Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/12-agentic-layer-s4-s5.md","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/12.T12.11.md"
"12.T12.12","12","DEPRECATED","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/12-agentic-layer-s4-s5.md","done","PASS","2026-07-16T02:16:41.132Z","W","","","Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/12-agentic-layer-s4-s5.md","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/12.T12.12.md"
"12.T12.13","12","S4 ↔ S5 shared-intelligence seam runtime audit","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/12-agentic-layer-s4-s5.md","done","PASS","2026-08-01T08:43:06.689Z","W","","12.T12.11","Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/12-agentic-layer-s4-s5.md","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/12.T12.13.md"
"12.T12.15","12","VAK reading-frame evaluator for OracleFrame / SymbolicProtein","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/12-agentic-layer-s4-s5.md","done","PASS","2026-07-08T11:35:41.663Z","W","","12.T12.13","Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/12-agentic-layer-s4-s5.md","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/12.T12.15.md"
"12.T12.16","12","S4-SPEC Techne wording patch","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/12-agentic-layer-s4-s5.md","done","PASS","2026-07-08T12:12:54.407Z","W","","12.T12.15","Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/12-agentic-layer-s4-s5.md","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/12.T12.16.md"
"12.T12.17","12","Aletheia tool-guardian carrier contract verification","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/12-agentic-layer-s4-s5.md","done","PASS","2026-07-14T13:23:07.161Z","W","","12.T12.16","Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/12-agentic-layer-s4-s5.md","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/12.T12.17.md"
"12.T12.18","12","Janus widens to operate the Klein: prospective/retrospective binary, OracleSpread aliveness, kairos-driven weighting","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/12-agentic-layer-s4-s5.md","done","PASS","2026-07-14T13:35:50.262Z","W","","12.T12.17","Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/12-agentic-layer-s4-s5.md","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/12.T12.18.md"
"12.T12.19","12","Aletheia subagent veto primitive in dispatch contract","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/12-agentic-layer-s4-s5.md","done","PASS","2026-07-14T13:47:54.643Z","W","","12.T12.18","Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/12-agentic-layer-s4-s5.md","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/12.T12.19.md"
"12.T12.20","12","Elo-bookkeeping infrastructure across Mercurius / Janus / Anansi / Moirai","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/12-agentic-layer-s4-s5.md","done","PASS","2026-08-02T09:37:31.835Z","W","","12.T12.2","Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/12-agentic-layer-s4-s5.md","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/12.T12.20.md"
"12.T12.21","12","`user-context` skill implementation with mandatory routing","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/12-agentic-layer-s4-s5.md","done","PASS","2026-07-17T09:21:35.846Z","W","","12.T12.20","Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/12-agentic-layer-s4-s5.md","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/12.T12.21.md"
"12.T12.22","12","Pi-Agent model-slot AND harness-slot configuration interface (orthogonal namespaces)","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/12-agentic-layer-s4-s5.md","done","PASS","2026-07-17T09:21:35.847Z","W","","12.T12.21","Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/12-agentic-layer-s4-s5.md","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/12.T12.22.md"
"12.T12.23","12","Anima MoE dispatch policy implementation","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/12-agentic-layer-s4-s5.md","done","PASS","2026-07-17T09:21:35.847Z","W","","12.T12.22","Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/12-agentic-layer-s4-s5.md","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/12.T12.23.md"
"12.T12.24","12","ML skill surface: vendor priority-13 Hermes + build 5 core gaps + per-subsystem domain skills + drift-detection retrain loop","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/12-agentic-layer-s4-s5.md","done","PASS","2026-07-17T11:28:59.607Z","W","","12.T12.23","Idea/Bimba/Seeds/M/Legacy/plans/2026-06-02-m-prime-cycle-3-design-reconciliation/12-agentic-layer-s4-s5.md","Idea/Bimba/Seeds/M/Legacy/plans/2026-07-03-m-prime-cycle-3-full-rerun/plan.runs/verifications/12.T12.24.md"
